"","x"
"3295","AC133646.2"
"3296","AC133649.1"
"3297","AC133891.1"
"3298","AC133896.3"
"3299","AC133936.2"
"3300","AC133936.4"
"3301","AC133938.1"
"3302","AC133942.1"
"3303","AC133954.1"
"3304","AC133958.1"
"3305","AC133959.1"
"3306","AC133967.1"
"3307","AC134246.2"
"3308","AC134246.2|5830417I10Rik"
"3309","AC134253.1"
"3310","AC134253.2"
"3311","AC134254.1"
"3312","AC134327.2"
"3313","AC134327.3"
"3314","AC134329.1"
"3315","AC134339.1"
"3316","AC134411.1"
"3317","AC134426.2"
"3318","AC134437.1"
"3319","AC134441.1"
"3320","AC134441.2"
"3321","AC134443.1"
"3322","AC134445.1"
"3323","AC134447.2"
"3324","AC134463.1"
"3325","AC134474.1"
"3326","AC134527.1"
"3327","AC134528.1"
"3328","AC134533.1"
"3329","AC134533.2"
"3330","AC134533.3"
"3331","AC134533.4"
"3332","AC134533.5"
"3333","AC134533.7"
"3334","AC134551.1"
"3335","AC134560.1"
"3336","AC134563.1"
"3337","AC134570.1"
"3338","AC134570.2"
"3339","AC134575.1"
"3340","AC134575.2"
"3341","AC134578.1"
"3342","AC134581.4"
"3343","AC134585.1"
"3344","AC134596.1"
"3345","AC134598.1"
"3346","AC134615.1"
"3347","AC134826.1"
"3348","AC134829.1"
"3349","AC134830.1"
"3350","AC134830.2"
"3351","AC134839.1"
"3352","AC134839.2"
"3353","AC134841.1"
"3354","AC134855.1"
"3355","AC134856.1"
"3356","AC134869.1"
"3357","AC134869.2"
"3358","AC134869.3"
"3359","AC134871.1"
"3360","AC134903.1"
"3361","AC134918.2"
"3362","AC135017.1"
"3363","AC135079.1"
"3364","AC135108.1"
"3365","AC135109.1"
"3366","AC135109.2"
"3367","AC135240.1"
"3368","AC135289.1"
"3369","AC135291.1"
"3370","AC135292.1"
"3371","AC135567.2"
"3372","AC135633.1"
"3373","AC135633.2"
"3374","AC135667.1"
"3375","AC135806.2"
"3376","AC135809.1"
"3377","AC135962.2"
"3378","AC135963.1"
"3379","AC135963.2"
"3380","AC136004.1"
"3381","AC136018.1"
"3382","AC136018.2"
"3383","AC136018.3"
"3384","AC136018.4"
"3385","AC136021.1"
"3386","AC136022.1"
"3387","AC136146.1"
"3388","AC136215.2"
"3389","AC136215.3"
"3390","AC136453.1"
"3391","AC136453.2"
"3392","AC136456.1"
"3393","AC136516.1"
"3394","AC136642.1"
"3395","AC136642.2"
"3396","AC136702.1"
"3397","AC136740.1"
"3398","AC136741.3"
"3399","AC136743.1"
"3400","AC136743.1|Folr4"
"3401","AC136743.1|Gpr83"
"3402","AC136746.1"
"3403","AC137104.1"
"3404","AC137150.1"
"3405","AC137152.1"
"3406","AC137513.1"
"3407","AC137524.1"
"3408","AC137525.2"
"3409","AC137692.1"
"3410","AC137844.1"
"3411","AC137853.1"
"3412","AC137871.1"
"3413","AC137871.2"
"3414","AC137948.1"
"3415","AC137950.1"
"3416","AC137969.2"
"3417","AC138025.1"
"3418","AC138109.1"
"3419","AC138112.1"
"3420","AC138113.1"
"3421","AC138113.2"
"3422","AC138113.3"
"3423","AC138119.1"
"3424","AC138177.1"
"3425","AC138177.3"
"3426","AC138200.1"
"3427","AC138214.1"
"3428","AC138218.1"
"3429","AC138229.1"
"3430","AC138229.2"
"3431","AC138245.1"
"3432","AC138267.1"
"3433","AC138288.2"
"3434","AC138293.1"
"3435","AC138299.1"
"3436","AC138299.2"
"3437","AC138306.1"
"3438","AC138311.1"
"3439","AC138311.2"
"3440","AC138317.1"
"3441","AC138330.1"
"3442","AC138376.1"
"3443","AC138376.2"
"3444","AC138388.3"
"3445","AC138394.1"
"3446","AC138394.2"
"3447","AC138397.1|Tnfsf13b"
"3448","AC138528.4"
"3449","AC138587.1"
"3450","AC138587.2"
"3451","AC138594.1"
"3452","AC138617.1"
"3453","AC138622.1"
"3454","AC138642.1"
"3455","AC138678.1"
"3456","AC138678.1|Mrgpra2b"
"3457","AC138678.1|Mrgpra3"
"3458","AC138765.1"
"3459","AC138791.1"
"3460","AC139023.1"
"3461","AC139039.1"
"3462","AC139042.2"
"3463","AC139063.1"
"3464","AC139064.1"
"3465","AC139131.2"
"3466","AC139131.3"
"3467","AC139186.2"
"3468","AC139207.1"
"3469","AC139231.1"
"3470","AC139294.1"
"3471","AC139320.1"
"3472","AC139334.1"
"3473","AC139347.1"
"3474","AC139348.1"
"3475","AC139376.1"
"3476","AC139379.1"
"3477","AC139573.1"
"3478","AC139638.1"
"3479","AC139671.1"
"3480","AC139673.1"
"3481","AC139675.1"
"3482","AC139711.1"
"3483","AC139754.1"
"3484","AC139759.1"
"3485","AC139846.1"
"3486","AC139884.2"
"3487","AC139934.1"
"3488","AC139941.1"
"3489","AC140047.2"
"3490","AC140073.1"
"3491","AC140186.1"
"3492","AC140190.1"
"3493","AC140190.2"
"3494","AC140194.1"
"3495","AC140194.2"
"3496","AC140194.3"
"3497","AC140194.4"
"3498","AC140194.5"
"3499","AC140220.1"
"3500","AC140222.1"
"3501","AC140244.1"
"3502","AC140247.1"
"3503","AC140256.1"
"3504","AC140256.2"
"3505","AC140257.1"
"3506","AC140260.1"
"3507","AC140260.2"
"3508","AC140264.1"
"3509","AC140278.2"
"3510","AC140291.1"
"3511","AC140300.1"
"3512","AC140312.2"
"3513","AC140318.1"
"3514","AC140326.1"
"3515","AC140327.4"
"3516","AC140328.1"
"3517","AC140329.1"
"3518","AC140333.2"
"3519","AC140343.1"
"3520","AC140349.1"
"3521","AC140350.1"
"3522","AC140353.1"
"3523","AC140364.2"
"3524","AC140370.1"
"3525","AC140374.1"
"3526","AC140374.2"
"3527","AC140374.4"
"3528","AC140376.1"
"3529","AC140377.1"
"3530","AC140380.1"
"3531","AC140385.1"
"3532","AC140385.2"
"3533","AC140385.4"
"3534","AC140385.5"
"3535","AC140392.1"
"3536","AC140398.1"
"3537","AC140426.1"
"3538","AC140430.1"
"3539","AC140437.1"
"3540","AC140440.1"
"3541","AC140444.1"
"3542","AC140486.2"
"3543","AC140554.1"
"3544","AC140554.1|AC132378.1"
"3545","AC140675.1"
"3546","AC140675.2"
"3547","AC140675.3"
"3548","AC140675.4"
"3549","AC140782.1"
"3550","AC140782.1|Mettl9"
"3551","AC140983.1"
"3552","AC140984.1"
"3553","AC141209.1"
"3554","AC141429.1"
"3555","AC141438.1"
"3556","AC141471.1"
"3557","AC141473.2"
"3558","AC141566.1"
"3559","AC141567.3"
"3560","AC141630.1"
"3561","AC141641.1"
"3562","AC141643.1"
"3563","AC141868.1"
"3564","AC141881.32"
"3565","AC141881.36"
"3566","AC141883.1"
"3567","AC141885.1"
"3568","AC141885.3"
"3569","AC141887.1"
"3570","AC141896.1"
"3571","AC142098.4"
"3572","AC142100.2"
"3573","AC142101.1"
"3574","AC142103.1"
"3575","AC142104.1"
"3576","AC142104.2"
"3577","AC142110.2"
"3578","AC142112.1"
"3579","AC142112.2"
"3580","AC142115.1"
"3581","AC142167.1"
"3582","AC142191.1"
"3583","AC142211.1"
"3584","AC142227.1"
"3585","AC142228.1"
"3586","AC142228.2"
"3587","AC142244.1"
"3588","AC142258.1"
"3589","AC142266.1"
"3590","AC142448.4"
"3591","AC142449.1"
"3592","AC142449.2"
"3593","AC142449.3"
"3594","AC142449.4"
"3595","AC142449.5"
"3596","AC142449.6"
"3597","AC142449.7"
"3598","AC142449.8"
"3599","AC142453.1"
"3600","AC142453.2"
"3601","AC142504.1"
"3602","AC142504.2"
"3603","AC143329.1"
"3604","AC143329.2"
"3605","AC143329.3"
"3606","AC143329.4"
"3607","AC143329.5"
"3608","AC144480.1"
"3609","AC144480.2"
"3610","AC144621.1"
"3611","AC144631.2"
"3612","AC144671.1"
"3613","AC144774.2"
"3614","AC144779.1"
"3615","AC144797.2"
"3616","AC144818.1"
"3617","AC144852.1"
"3618","AC144852.2"
"3619","AC144860.1"
"3620","AC144861.1"
"3621","AC145070.2"
"3622","AC145070.3"
"3623","AC145084.1"
"3624","AC145168.1"
"3625","AC145199.2"
"3626","AC145553.1"
"3627","AC145557.2"
"3628","AC145591.1"
"3629","AC145610.1"
"3630","AC145731.1"
"3631","AC145744.1"
"3632","AC146594.1"
"3633","AC146604.1"
"3634","AC146604.2"
"3635","AC146604.3"
"3636","AC146604.4"
"3637","AC146604.5"
"3638","AC146815.1"
"3639","AC147018.1"
"3640","AC147020.1"
"3641","AC147029.1"
"3642","AC147047.1"
"3643","AC147048.1"
"3644","AC147124.1"
"3645","AC147219.1"
"3646","AC147222.2"
"3647","AC147238.1"
"3648","AC147239.2"
"3649","AC147241.1"
"3650","AC147246.1"
"3651","AC147251.2"
"3652","AC147262.1"
"3653","AC147262.2"
"3654","AC147266.3"
"3655","AC147366.1"
"3656","AC147514.1"
"3657","AC147612.1"
"3658","AC147614.1"
"3659","AC147806.1"
"3660","AC147987.2"
"3661","AC147987.3"
"3662","AC148003.2"
"3663","AC148011.1"
"3664","AC148011.3"
"3665","AC148014.1"
"3666","AC148019.1"
"3667","AC148089.1"
"3668","AC148089.2"
"3669","AC148089.3"
"3670","AC148321.1"
"3671","AC148326.1"
"3672","AC148327.1"
"3673","AC148327.3"
"3674","AC148328.1"
"3675","AC148768.1"
"3676","AC148976.1"
"3677","AC148986.1"
"3678","AC149056.1"
"3679","AC149056.2"
"3680","AC149067.1"
"3681","AC149085.1"
"3682","AC149086.1"
"3683","AC149091.1"
"3684","AC149218.1"
"3685","AC149282.1"
"3686","AC149283.1"
"3687","AC149283.3"
"3688","AC149587.1"
"3689","AC149589.1"
"3690","AC149589.2"
"3691","AC149593.1"
"3692","AC150033.1"
"3693","AC150033.2"
"3694","AC150035.1"
"3695","AC150271.1"
"3696","AC150274.1"
"3697","AC150277.2"
"3698","AC150312.1"
"3699","AC150648.1"
"3700","AC150682.1"
"3701","AC150894.2"
"3702","AC150895.1"
"3703","AC150897.1"
"3704","AC150897.4"
"3705","AC150901.1"
"3706","AC151283.1"
"3707","AC151286.1"
"3708","AC151288.1"
"3709","AC151412.2"
"3710","AC151472.1"
"3711","AC151472.2"
"3712","AC151477.1"
"3713","AC151477.2"
"3714","AC151601.1"
"3715","AC151602.2"
"3716","AC151602.3"
"3717","AC151715.1"
"3718","AC151719.2"
"3719","AC151732.1"
"3720","AC151835.1"
"3721","AC151836.1"
"3722","AC151895.1"
"3723","AC151901.1"
"3724","AC151908.1"
"3725","AC151973.1"
"3726","AC151974.1"
"3727","AC151974.2"
"3728","AC151974.3"
"3729","AC151983.1"
"3730","AC151987.1"
"3731","AC151988.1"
"3732","AC151989.1"
"3733","AC151990.1"
"3734","AC151990.2"
"3735","AC151999.2"
"3736","AC151999.3"
"3737","AC152059.1"
"3738","AC152059.2"
"3739","AC152063.29"
"3740","AC152076.1"
"3741","AC152162.1"
"3742","AC152164.1"
"3743","AC152395.1"
"3744","AC152395.2"
"3745","AC152398.2"
"3746","AC152418.1"
"3747","AC152418.2"
"3748","AC152453.3"
"3749","AC152454.1"
"3750","AC152500.2"
"3751","AC152503.1"
"3752","AC152824.1"
"3753","AC152825.1"
"3754","AC152922.1"
"3755","AC152946.1"
"3756","AC152949.1"
"3757","AC152949.2"
"3758","AC152952.1"
"3759","AC153133.1"
"3760","AC153137.1"
"3761","AC153147.2"
"3762","AC153153.1"
"3763","AC153356.1"
"3764","AC153357.1"
"3765","AC153365.1"
"3766","AC153367.1"
"3767","AC153368.1"
"3768","AC153369.1"
"3769","AC153369.1|Tcf21"
"3770","AC153373.3"
"3771","AC153373.4"
"3772","AC153374.1"
"3773","AC153379.1"
"3774","AC153382.1"
"3775","AC153386.2"
"3776","AC153422.3"
"3777","AC153433.1"
"3778","AC153497.1"
"3779","AC153506.1"
"3780","AC153521.1"
"3781","AC153524.2"
"3782","AC153534.1"
"3783","AC153536.1"
"3784","AC153546.1"
"3785","AC153555.1"
"3786","AC153555.2"
"3787","AC153556.1"
"3788","AC153562.1"
"3789","AC153564.1"
"3790","AC153577.2"
"3791","AC153577.5"
"3792","AC153580.1"
"3793","AC153582.1"
"3794","AC153582.3"
"3795","AC153590.2"
"3796","AC153591.2"
"3797","AC153596.1"
"3798","AC153612.1"
"3799","AC153612.2"
"3800","AC153612.3"
"3801","AC153612.4"
"3802","AC153612.5"
"3803","AC153612.6"
"3804","AC153612.7"
"3805","AC153612.8"
"3806","AC153614.1"
"3807","AC153614.2"
"3808","AC153614.3"
"3809","AC153614.4"
"3810","AC153614.5"
"3811","AC153614.6"
"3812","AC153615.1"
"3813","AC153615.2"
"3814","AC153615.3"
"3815","AC153615.4"
"3816","AC153615.5"
"3817","AC153615.6"
"3818","AC153615.7"
"3819","AC153616.1"
"3820","AC153618.1"
"3821","AC153621.1"
"3822","AC153650.1"
"3823","AC153654.2"
"3824","AC153658.1"
"3825","AC153696.1"
"3826","AC153727.1"
"3827","AC153789.1"
"3828","AC153792.1"
"3829","AC153792.1|Fadd"
"3830","AC153817.1"
"3831","AC153817.2"
"3832","AC153820.4"
"3833","AC153821.1"
"3834","AC153823.1"
"3835","AC153828.1"
"3836","AC153830.1"
"3837","AC153837.1"
"3838","AC153843.1"
"3839","AC153851.10"
"3840","AC153851.2"
"3841","AC153851.3"
"3842","AC153851.5"
"3843","AC153851.6"
"3844","AC153851.7"
"3845","AC153851.8"
"3846","AC153855.1"
"3847","AC153855.2"
"3848","AC153855.3"
"3849","AC153855.4"
"3850","AC153855.5"
"3851","AC153855.6"
"3852","AC153855.7"
"3853","AC153856.1"
"3854","AC153856.2"
"3855","AC153860.1"
"3856","AC153864.1"
"3857","AC153864.2"
"3858","AC153864.3"
"3859","AC153872.1"
"3860","AC153872.2"
"3861","AC153872.3"
"3862","AC153873.1"
"3863","AC153874.1"
"3864","AC153874.2"
"3865","AC153884.1"
"3866","AC153889.1"
"3867","AC153889.2"
"3868","AC153889.3"
"3869","AC153889.4"
"3870","AC153891.2"
"3871","AC153895.1"
"3872","AC153902.1"
"3873","AC153909.1"
"3874","AC153912.1"
"3875","AC153928.1"
"3876","AC153928.2"
"3877","AC153928.3"
"3878","AC153928.4"
"3879","AC153928.5"
"3880","AC153937.1"
"3881","AC153937.2"
"3882","AC153958.1"
"3883","AC153969.2"
"3884","AC153973.1"
"3885","AC153981.1"
"3886","AC153987.1"
"3887","AC153998.1"
"3888","AC154006.1"
"3889","AC154006.2"
"3890","AC154006.3"
"3891","AC154006.4"
"3892","AC154006.5"
"3893","AC154006.6"
"3894","AC154006.7"
"3895","AC154013.1"
"3896","AC154039.1"
"3897","AC154136.1"
"3898","AC154173.1"
"3899","AC154187.1"
"3900","AC154200.1"
"3901","AC154200.2"
"3902","AC154213.2"
"3903","AC154214.1"
"3904","AC154235.1"
"3905","AC154235.2"
"3906","AC154238.1"
"3907","AC154239.2"
"3908","AC154247.1"
"3909","AC154254.1"
"3910","AC154257.2"
"3911","AC154257.3"
"3912","AC154265.1"
"3913","AC154266.1"
"3914","AC154274.1"
"3915","AC154297.1"
"3916","AC154306.1"
"3917","AC154313.1"
"3918","AC154314.1"
"3919","AC154322.1"
"3920","AC154336.1"
"3921","AC154338.1"
"3922","AC154349.1"
"3923","AC154355.1"
"3924","AC154361.3"
"3925","AC154363.1"
"3926","AC154375.2"
"3927","AC154377.2"
"3928","AC154378.1"
"3929","AC154378.2"
"3930","AC154412.1"
"3931","AC154424.1"
"3932","AC154425.2"
"3933","AC154435.2"
"3934","AC154437.3"
"3935","AC154453.1"
"3936","AC154453.2"
"3937","AC154463.1"
"3938","AC154483.2"
"3939","AC154485.1"
"3940","AC154506.1"
"3941","AC154506.2"
"3942","AC154507.1"
"3943","AC154516.1"
"3944","AC154528.1"
"3945","AC154532.2"
"3946","AC154542.1"
"3947","AC154550.1"
"3948","AC154552.1"
"3949","AC154571.1"
"3950","AC154572.1"
"3951","AC154586.1"
"3952","AC154603.1"
"3953","AC154605.1"
"3954","AC154606.1"
"3955","AC154607.1"
"3956","AC154607.2"
"3957","AC154621.1"
"3958","AC154625.1"
"3959","AC154627.1"
"3960","AC154649.1"
"3961","AC154649.2"
"3962","AC154660.3"
"3963","AC154683.2"
"3964","AC154683.3"
"3965","AC154687.1"
"3966","AC154693.1"
"3967","AC154698.1"
"3968","AC154701.1"
"3969","AC154701.2"
"3970","AC154731.1"
"3971","AC154738.1"
"3972","AC154738.2"
"3973","AC154753.1"
"3974","AC154759.2"
"3975","AC154759.3"
"3976","AC154760.1"
"3977","AC154767.2"
"3978","AC154781.1"
"3979","AC154786.1"
"3980","AC154788.1"
"3981","AC154796.1"
"3982","AC154806.1"
"3983","AC154808.1"
"3984","AC154816.1"
"3985","AC154817.1"
"3986","AC154824.1"
"3987","AC154834.1"
"3988","AC154840.1"
"3989","AC154861.1"
"3990","AC154871.1"
"3991","AC154908.1"
"3992","AC154910.2"
"3993","AC154992.1"
"3994","AC155074.1"
"3995","AC155074.2"
"3996","AC155158.1"
"3997","AC155158.2"
"3998","AC155163.1"
"3999","AC155176.1"
"4000","AC155234.1"
"4001","AC155235.1"
"4002","AC155240.2"
"4003","AC155252.1"
"4004","AC155256.1"
"4005","AC155258.1"
"4006","AC155259.1"
"4007","AC155261.1"
"4008","AC155287.1"
"4009","AC155300.1"
"4010","AC155306.1"
"4011","AC155307.1"
"4012","AC155314.2"
"4013","AC155315.1"
"4014","AC155315.2"
"4015","AC155317.1"
"4016","AC155326.1"
"4017","AC155329.1"
"4018","AC155333.1"
"4019","AC155333.2"
"4020","AC155333.3"
"4021","AC155333.4"
"4022","AC155333.5"
"4023","AC155333.6"
"4024","AC155640.1"
"4025","AC155659.1"
"4026","AC155659.1|Nxph1"
"4027","AC155713.1"
"4028","AC155806.1"
"4029","AC155814.1"
"4030","AC155819.3"
"4031","AC155828.1"
"4032","AC155842.1"
"4033","AC155844.1"
"4034","AC155844.2"
"4035","AC155844.4"
"4036","AC155846.1"
"4037","AC155847.1"
"4038","AC155848.2"
"4039","AC155915.1"
"4040","AC155921.1"
"4041","AC155929.1"
"4042","AC155933.1"
"4043","AC155934.2"
"4044","AC155941.1"
"4045","AC155949.1"
"4046","AC156021.1"
"4047","AC156026.3"
"4048","AC156028.1"
"4049","AC156028.4"
"4050","AC156036.1"
"4051","AC156273.1"
"4052","AC156278.1"
"4053","AC156278.2"
"4054","AC156278.3"
"4055","AC156278.4"
"4056","AC156499.1"
"4057","AC156499.1|Glb1"
"4058","AC156506.2"
"4059","AC156506.3"
"4060","AC156546.1"
"4061","AC156551.1"
"4062","AC156551.3"
"4063","AC156553.1"
"4064","AC156553.2"
"4065","AC156554.2"
"4066","AC156555.1"
"4067","AC156557.1"
"4068","AC156561.3"
"4069","AC156564.1"
"4070","AC156570.1"
"4071","AC156572.1"
"4072","AC156572.3"
"4073","AC156608.1"
"4074","AC156640.1"
"4075","AC156643.1"
"4076","AC156800.1"
"4077","AC156939.1"
"4078","AC156953.1"
"4079","AC156953.2"
"4080","AC156953.3"
"4081","AC156953.4"
"4082","AC156953.5"
"4083","AC156953.6"
"4084","AC156980.1"
"4085","AC156982.1"
"4086","AC157019.1"
"4087","AC157021.1"
"4088","AC157091.1"
"4089","AC157095.2"
"4090","AC157100.1"
"4091","AC157101.1"
"4092","AC157352.1"
"4093","AC157361.1"
"4094","AC157361.2"
"4095","AC157362.1"
"4096","AC157512.1"
"4097","AC157512.2"
"4098","AC157513.1"
"4099","AC157516.1"
"4100","AC157521.2"
"4101","AC157550.1"
"4102","AC157553.2"
"4103","AC157554.1"
"4104","AC157561.5"
"4105","AC157563.1"
"4106","AC157563.2"
"4107","AC157563.3"
"4108","AC157566.1"
"4109","AC157587.1"
"4110","AC157588.2"
"4111","AC157602.1"
"4112","AC157606.1"
"4113","AC157608.3"
"4114","AC157610.1"
"4115","AC157610.2"
"4116","AC157610.3"
"4117","AC157650.1"
"4118","AC157651.1"
"4119","AC157653.1"
"4120","AC157654.1"
"4121","AC157658.1"
"4122","AC157660.1"
"4123","AC157660.2"
"4124","AC157660.3"
"4125","AC157770.1"
"4126","AC157789.1"
"4127","AC157793.1"
"4128","AC157800.2"
"4129","AC157805.2"
"4130","AC157822.1"
"4131","AC157823.1"
"4132","AC157903.1"
"4133","AC157912.1"
"4134","AC157924.1"
"4135","AC157926.1"
"4136","AC157931.1"
"4137","AC157931.3"
"4138","AC157947.1"
"4139","AC157947.3"
"4140","AC158114.1"
"4141","AC158121.2"
"4142","AC158122.1"
"4143","AC158132.1"
"4144","AC158138.2"
"4145","AC158155.1"
"4146","AC158168.1"
"4147","AC158296.1"
"4148","AC158296.2"
"4149","AC158300.1"
"4150","AC158355.4"
"4151","AC158360.1"
"4152","AC158360.2"
"4153","AC158361.1"
"4154","AC158365.1"
"4155","AC158365.2"
"4156","AC158366.2"
"4157","AC158366.3"
"4158","AC158384.3"
"4159","AC158385.1"
"4160","AC158391.1"
"4161","AC158391.2"
"4162","AC158396.2"
"4163","AC158396.3"
"4164","AC158530.1"
"4165","AC158537.1"
"4166","AC158537.2"
"4167","AC158549.1"
"4168","AC158563.1"
"4169","AC158569.1"
"4170","AC158570.1"
"4171","AC158570.2"
"4172","AC158576.1"
"4173","AC158577.1"
"4174","AC158586.1"
"4175","AC158586.2"
"4176","AC158589.1"
"4177","AC158592.1"
"4178","AC158595.1"
"4179","AC158600.1"
"4180","AC158600.2"
"4181","AC158600.4"
"4182","AC158600.5"
"4183","AC158600.6"
"4184","AC158601.1"
"4185","AC158603.1"
"4186","AC158605.1"
"4187","AC158605.2"
"4188","AC158605.3"
"4189","AC158612.1"
"4190","AC158614.2"
"4191","AC158618.3"
"4192","AC158626.1"
"4193","AC158626.2"
"4194","AC158626.3"
"4195","AC158630.1"
"4196","AC158642.1"
"4197","AC158649.1"
"4198","AC158649.2"
"4199","AC158656.1"
"4200","AC158658.1"
"4201","AC158658.3"
"4202","AC158662.1"
"4203","AC158665.1"
"4204","AC158667.1"
"4205","AC158671.1"
"4206","AC158672.1"
"4207","AC158672.10"
"4208","AC158672.11"
"4209","AC158672.2"
"4210","AC158672.3"
"4211","AC158672.4"
"4212","AC158672.5"
"4213","AC158672.6"
"4214","AC158672.7"
"4215","AC158672.8"
"4216","AC158672.9"
"4217","AC158673.1"
"4218","AC158673.3"
"4219","AC158673.4"
"4220","AC158678.2"
"4221","AC158682.1"
"4222","AC158682.1|Vwde"
"4223","AC158747.1"
"4224","AC158749.1"
"4225","AC158751.1"
"4226","AC158772.1"
"4227","AC158772.2"
"4228","AC158782.2"
"4229","AC158782.3"
"4230","AC158782.7"
"4231","AC158786.1"
"4232","AC158898.2"
"4233","AC158898.3"
"4234","AC158909.1"
"4235","AC158928.1"
"4236","AC158930.1|Nhlh1"
"4237","AC158934.1"
"4238","AC158935.1"
"4239","AC158939.1"
"4240","AC158943.1"
"4241","AC158953.1"
"4242","AC158956.1"
"4243","AC158958.1"
"4244","AC158958.2"
"4245","AC158958.3"
"4246","AC158960.1"
"4247","AC158966.1"
"4248","AC158975.1"
"4249","AC158983.1"
"4250","AC158985.1"
"4251","AC158987.1"
"4252","AC158992.1"
"4253","AC158993.1"
"4254","AC158998.1"
"4255","AC158998.2"
"4256","AC159001.3"
"4257","AC159002.1"
"4258","AC159099.1"
"4259","AC159106.1"
"4260","AC159126.1"
"4261","AC159136.1"
"4262","AC159140.1"
"4263","AC159188.1"
"4264","AC159199.1"
"4265","AC159199.2"
"4266","AC159207.1"
"4267","AC159207.1|AC165265.4"
"4268","AC159207.1|Gpx8"
"4269","AC159207.2"
"4270","AC159210.2"
"4271","AC159227.1"
"4272","AC159227.2"
"4273","AC159227.3"
"4274","AC159228.1"
"4275","AC159245.1"
"4276","AC159260.1"
"4277","AC159266.7"
"4278","AC159277.1"
"4279","AC159281.2"
"4280","AC159283.1"
"4281","AC159287.1"
"4282","AC159290.1"
"4283","AC159290.2"
"4284","AC159290.3"
"4285","AC159308.1"
"4286","AC159308.3"
"4287","AC159311.1"
"4288","AC159312.1"
"4289","AC159313.1"
"4290","AC159313.3"
"4291","AC159318.1"
"4292","AC159318.2"
"4293","AC159323.1"
"4294","AC159330.2"
"4295","AC159332.1"
"4296","AC159372.2"
"4297","AC159378.1"
"4298","AC159473.1"
"4299","AC159502.1"
"4300","AC159539.4"
"4301","AC159539.5"
"4302","AC159547.2"
"4303","AC159548.1"
"4304","AC159622.1"
"4305","AC159633.1"
"4306","AC159636.1"
"4307","AC159637.1"
"4308","AC159639.1"
"4309","AC159649.1"
"4310","AC159712.1"
"4311","AC159715.1"
"4312","AC159715.2"
"4313","AC159715.3"
"4314","AC159715.4"
"4315","AC159715.5"
"4316","AC159715.6"
"4317","AC159809.1"
"4318","AC159809.2"
"4319","AC159815.1"
"4320","AC159881.1"
"4321","AC159881.1|Rdx"
"4322","AC159896.1"
"4323","AC159899.1"
"4324","AC159977.1"
"4325","AC159994.1"
"4326","AC160000.1"
"4327","AC160051.1"
"4328","AC160052.1"
"4329","AC160088.1"
"4330","AC160088.3"
"4331","AC160088.6"
"4332","AC160106.1"
"4333","AC160106.2"
"4334","AC160106.3"
"4335","AC160109.1"
"4336","AC160112.1"
"4337","AC160116.1"
"4338","AC160122.1"
"4339","AC160125.1"
"4340","AC160134.1"
"4341","AC160134.2"
"4342","AC160148.1"
"4343","AC160336.1"
"4344","AC160403.1"
"4345","AC160404.1"
"4346","AC160404.2"
"4347","AC160408.1"
"4348","AC160411.1"
"4349","AC160471.1"
"4350","AC160471.3"
"4351","AC160471.4"
"4352","AC160473.1"
"4353","AC160473.2"
"4354","AC160473.3"
"4355","AC160473.4"
"4356","AC160473.5"
"4357","AC160526.2"
"4358","AC160528.2"
"4359","AC160533.1"
"4360","AC160535.1"
"4361","AC160540.1"
"4362","AC160543.1"
"4363","AC160639.2"
"4364","AC160639.2|Loxl2"
"4365","AC160964.1"
"4366","AC160969.1"
"4367","AC160976.1"
"4368","AC160979.1"
"4369","AC160979.2"
"4370","AC160982.1"
"4371","AC160982.2"
"4372","AC160990.1"
"4373","AC160990.2"
"4374","AC160990.3"
"4375","AC160990.4"
"4376","AC160990.5"
